title,bedrooms,price,location,post_time
Stunning and spacious 4 bedroom/1 bathroom duplex on Flatbush,4br,3225,brooklyn,2/2
Inwood - Seaman Avenue *Large 1BR* - Elevator *No Fee,1br,1895,inwood / wash hts,2/2
3 Bed 2 Bath GREAT DEAL,3br,2800,bedstuy,2/2
SPACIOUS STUDIO 1 BLOCK FROM BROOKLYN MUSEUM,studio,2000,crown heights,2/2
"UNFRUNISHED / FURNISHED. NEAR TRAINS, BUSES. PRIVATE GARDEN... NO FEES",,2800,jamaica / richmond hill / ozone park / queens,2/2
CORONA-ROOMS,,800,corona-queens,2/2
Gem with outdoor space!,,6495,east village,2/2
Spacious high ceiling stunning 2 bed 1.5 bath in Bedstuy,2br,3400,bedstuy,2/2
HUDSON YARD TRUE 1 BR 37ST & 10AVE,1br,2450,midtown west,2/2
3 Bedroom 1 Bath Apartment for Rent,3br,3084,staten island,2/2
"PILOTS WELCOME!TRUE Howard Beach W/Laundy, SS Appliances!A Train! JFK!",,2100,queens,2/2
4 Bedroom 1 Bathroom Apartment For Rent,4br,3200,staten island,2/2
Inwood - Huge Studio Apt - Isham St - Elevator Bldg - No Fee,studio,1695,inwood / wash hts,2/2
"I bedroom, 1 bath apartment for rent",,1550,"hart ave., yonkers",2/2
Apartamento 1 dormitorio,,2000,fresh meadows,2/2
$2300 New 1 Bedroom apt in Freeport Long Island,1br,2300,freeport long island,2/2
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,2br,2995,clinton hill,2/2
Newly built corner unit 3 bed 2 bath corner unit in Greenwood,3br,4400,greenwood,2/2
SUPER SPACIOUS 3 BDRM DUPLEX W/BACKYARD IN RIDGEWOOD**GREAT DEAL**,3br,3550,ridgewood,2/2
SUN BLASTED EAST VILL JUNIOR 1 BED DIGS - PRIME LOCATION___A STEAL!,1br,2995,east village,2/2
Spacious 3 bed +  office 2 bath apt with backyard access,3br,4000,bedstuy,2/2
"Park City Estates 3 large Bedrooms, 2 full baths fully renovated",,4000,rego park,2/2
CHEAP/LARGE 4 BDRM APT IN PRIME BUSHWICK***SUPER SUNNY***ASAP MOVE IN,4br,3350,bushwick,2/2
Spacious 3 bed 1 bath duplex in Williamsburg * Rent stabilized*,3br,4646,williamsburg,2/2
3br with in unit laundry and private backyard,3br,3195,brooklyn,2/2
Sunkissed 3 bed 1 bath apt in Gowanus March 1 move in,3br,4400,gowanus,2/2
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,3br,4350,gowanus,2/2
Spacious 2 bed 2 bath apt in Prime Bedstuy * 1 month free*,2br,3400,bedstuy,2/2
LUXURY 1 BDRM APT AVAILABLE IN WILLIAMSBURG***LOTS OF AMENITIES***,1br,3150,williamsburg,2/2
Spacious 2 bed + mezzanine 1 bath apt in Bushwick. Near myrtle ave,2br,3300,bushwick,2/2
Cozy 1 bedroom available now in Corona- 106 st,1br,1315,corona,2/2
NEWLY RENOVATED big 2 Bedroom apartment on Central Ave,2br,2695,brooklyn,2/2
🌟 Bushwick 3 bed 1.5 Bath and Backyard! $3200,3br,3200,bushwick,2/2
"THREE BED, FRANKLIN AVE, PROSPECT PARK",3br,2800,crown heights,2/2
**BEAUTIFUL SUNNY 3 BED/ 1 BATH APARTMENT IN CROWN HEIGHTS**,3br,2850,crown heights,2/2
Open concept 3 Bedroom Apt for Rent,3br,1750,mount vernon,2/2
APARTMENTS AVAILABLE!!!,,3200,bronx,2/2
🌟 1 Bedroom Plus Home Office in Crown Heights! $2195,1br,2195,crown heights,2/2
"NO FEE, DUPLEX PENTHOUSE 3 BED/2 BATH, HUGE LIVING ROOM",3br,4000,bushwick,2/2
**STUNNING 3 BED/ 1 BATH APT ON BEAUTIFUL BLOCK IN CROWN HEIGHTS**,3br,2995,crown heights,2/2
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,2br,2999,clinton hill,2/2
Spacious 2 Bed in prime location+ Balcony!! NO FEE,2br,2750,bed stuyvesant heights,2/2
3 Bed 2 Bath// W/d in bdlg***NO FEE**,3br,3000,ridgewood,2/2
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3br,2900,flatbush,2/2
"RENT STABILIZED, HUGE ONE BEDROOM, HERBERT VON KING",1br,2550,bed-stuy,2/2
Gorgeous 3 bed 1 bath space for an amazing price!,3br,2600,bedstuy,2/2
3 BED 2 BATH w/d in unit ***NO FEE***,3br,3150,brooklyn,2/2
Lrg 2Bd/2Ba + Balcony. Hudson River & City Views. 1 Mnth Free + No Fee,2br,6738,midtown west,2/2
1 Bedroom Apt (Pleasantville) (399 Bedford Road),1br,1650,yonkers,2/2
1BR Available for Rent $700,1br,700,bushwick,2/2
Check out our 1 bed / 1 bath. Every convenience your heart desires!,1br,2545,yonkers,2/2
Near All - Large Studio - Separate Kitchen & Bath,studio,2000,prospect heights,2/2
🌟Gorgeous Crown Heights 1 Bed! Chipotle down the street! $2300,1br,2300,crown heights,2/2
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3br,2795,crown heights,2/2
🌟Ridgewood 3 Bed 2.5 Bath! Gorgeous! $3500,3br,3500,ridgewood,2/2
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3br,3150,crown heights,2/2
🌞 __ NEW SPACIOUS 2 bedroom close to Expres trains on 36th! 🚂____,2br,1999,greenwood heights / sunset park / industry city / text me,2/2
"Bergen beach 3 bedrooms 2 baths with balcony and parking $3,000",3br,3000,bergen beach,2/2
Bright and spacious apartment on St. Marks ave,,2725,crown heights,2/2
1 bedroom apartment with garden overlooking NYC/Hoboken cliffs,1br,1900,new jersey,2/2
"Studio for rent fully renovated Bergen beach $1,200",studio,1200,bergen beach,2/2
AMAZING WEST CHELSEA 1BED/1BATH,1br,4750,chelsea,2/2
Apartment in Convenient Location With Updated Features,,3500,bushwick,2/2
"Bensonhurst 85th Street, 2BR, 2nd Floor, D train Bay Parkway Station",2br,1750,bensonhurst,2/2
Luxury Penthouse Studio (SKY) No Fee,studio,5500,midtown west,2/2
STUNNING APARTMENT IN LUXURY BUILDING,,4750,murray hill,2/2
Bushwick 1br Near Gates J,1br,2400,brooklyn,2/2
Corner Unit With Exposed Brick,,3390,brooklyn,2/2
Extremely Bright and Spacious Apartment,,2144,brooklyn,2/2
Massive Apartment with Bedrooms on Opposite Ends and Backyard,,3600,brooklyn,2/2
Spacious 3 bedroom Duplex in Bushwick! NO FEE,3br,3450,bushwick,2/2
2bedroom apartment with shared rooftop on Nostrand ave,2br,2499,prospect lefferts garden,2/2
"** MADISON AVENUE PRIME LOCATION* STUNNING, SUNNY, PRE-WAR STUDIO**",studio,2475,upper east side,2/2
📍EAST VILLAGE - Spacious 1 bdr apartment for rent fully furnished,1br,3200,east village,2/2
SPACIOUS*ALMOST NEW*LAUNDRY*DISHWASHER*PARKING*CLOSE TO ALL*CAT OK****,,1995,white plains,2/2
UNIQUE*W/D IN UNIT*DISHWASHER*VERY CLOSE TO RR/SHOPS*CAT OK***********,,2100,tarrytown,2/2
Spacious Two Room Studio in the heart of Prospect Heights!,studio,1999,prospect hts,2/2
Live a life you'll love in a gorgeous renovated 1 bed / 1 bath!,1br,1835,stamford,2/2
Brand new 2 bedroom. Hasa welcome,2br,2388,brooklyn,2/2
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3br,3200,bronx,2/2
Beautiful 3 Bedroom City Fepps,3br,3214,far rockaway,2/2
!!HUGE PRIVATE OUTDOOR ROOF DECK!!  !!STEPS TO RIVERSIDE PARK!!,,3395,upper west side,2/2
"NO FEE!! LARGE 1 BEDROOM, 2 SUBWAY LINES TO THE CITY",1br,1390,morris heights,2/2
2 bedroom apartment in briarwood,2br,2100,queens,2/2
1 bedroom apartment in briarwood,1br,1800,queesn,2/2
GUT RENO!! STUDIO!! ^HUGE^ RENT STABILIZED & LAUNDRY!,studio,1895,prospect lefferts gardens,2/2
GUT RENO!! STUDIO!! ON THE PARK!! PRIME LOCATION!!,studio,1950,brooklyn,2/2
Large & Renovated 1BR w/ Dishwasher in Elevator/Laundry Bldg By Park,1br,2295,prospect park south / flatbush / ditmas park,2/2
2 bedroom Apartment for Rent,2br,2400,elmsford ny,2/2
Great Studio in FIDI near PACE Available 3/18!,studio,3982,financial district,2/2
1 room fully completed with furniture,,900,bronx,2/2
2 bedroom Astoria,2br,2350,queens,2/2
Large studio Rego park Gem. $1700,studio,1700,rego park,2/2
"$1,900/Month, *utilities included, Newly Renovated 2 Br Apt Queens",2br,1900,"arverne ,  queens",2/2
2 bedroom apartment 1900,2br,1900,mount vernon,2/2
"New Construction STUDIO on Goldsmith St near M,R!",studio,1550,elmhurst,2/2
"New Construction 1BR on Goldsmith St near M,R!",1br,2050,elmhurst,2/2
"New Construction 2BR/2Bath on Goldsmith St near M,R subway!",2br,2350,elmhurst,2/2
Upper East Side 1 bed 1 bath between 2nd and 3rd UES,1br,2775,upper east side,2/2
SUN BLASTED EAST VILL 2 BED DIGS - PRIME LOCATION___A STEAL!,2br,3495,east village,2/2
Lower East Side Renovated 2 Bedroom,2br,3499,lower east side,2/2
BRIGHT NEWLY MINTED CHELSEA 1 BED DIGS - PRIME LOCATION - RARE FIND,1br,3495,chelsea,2/2
Huge 3BR+Office space*Must See!,3br,7500,midtown west,2/2
"3BR - Jamaica Hills: Large 3 BR Apartment, 1.5 Baths - Near St. Johns",3br,2450,jamica hills,2/2
NO FEE+ 2 MONTHS RENT FREE! WEST FACING*LARGE STUDIO WITH BALCONY!,studio,4025,financial district,2/2
AVAIL. NOW! 900 SF 1 BED WITH BALCONY*DOORMAN*SOUTH/EAST VIEWS,1br,4500,financial district,2/2
Nice 1 Bedroom Apartment,1br,2495,east village,2/2
SUN BLASTED CHELSEA ALCOVE STUDIO - FULLY LOADED DOORMAN BLDG_A STEAL!,studio,2595,chelsea,2/2
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,3br,4995,nolita / bowery,2/2
NO FEE DUPLEX SEAPORT LOFT STUNNER___W/D IN UNIT - ELEV BLDG - NO FEE!,,5850,financial district,2/2
RARE EV 2 BED/ 1.5 BATH DUPLEX + BACKYARD_ELEV/ LNDRY/ ROOF DECK BLDG!,2br,3495,east village,2/2
SPACIOUS LES 1 BED DIGS - PRIME LOCATION - RARE FIND,1br,2750,lower east side,2/2
Near NYC Pet Ok Bayonne House Electric Heat Included 2 Bedroom No Fee,2br,1889,"bayonne lightrail, nyc, new york city, manhattan,jersey city",2/2
Spacious * Newly Renovated *Close to Shops And Trains,,1950,crown heights,2/2
STUDIO*NEWLY RENOVATED*CLOSE TO SHOPS AND TRAINS*,studio,1800,prospect lefferts gardens,2/2
ROOM ONLY! SHARED KITCHEN & BATHROOM*CLOSE TO SHOPS,,950,prospect lefferts gardens,2/2
SPACIOUS 3 BEDROOM CLOSE TO GREEN ACRES MALL!!,3br,3000,"rosedale, queens",2/2
KITCHEN W DISHWASHER * WINDOWS IN THE LIVING ROOM * CENTRAL A/C * GYM,,2300,flatbush @2 & 5 trains,2/2
APARTMENTO RENOVADO DE 2 HABITACIONES,,1750,bronx,2/2
RENT STABILIZED * ELEVATOR LUXURY BUILDING * 1.5 BEDROOM + OFFICE SPAC,5br,2900,bed stuy @j & g trains,2/2
😎Swanky pad in prime location😯,,1995,brooklyn (prospect heights/crown heights),2/2
"BY OWNER  RENOVATED 2 BDR. WALK IN CLOSET, HEAT INCl. PARKING EXTRA",2br,2100,bensonhurst/ bath beach,2/2
"MIDDLE VILLAGE,LARGE RENOVATED 3 BEDROOMS , 2BATHS ,2 TERRACES , 2BLKS",3br,2600,"71-26 66 road 3rd floor middle village,ny",2/2
"57-06 VAN HORN STREET  3RD FLOOR ELMHURST, NY 11373 BEAUTIFUL,LARGE 3",,2699,"57-06 van horn street  3rd floor elmhurst, ny",2/2
2 bed / 1 bath only one block from Prospect Park!,2br,3600,brooklyn,2/1
Amazing _ Newly renovated_Spacious_ Junior 1BR_Near Prospect Park,1br,1999,(park slope/ prospect heights/ crown heights/ clinton hill),2/1
Amazing _ Newly renovated_Spacious_ 2 Room Studio_Near Prospect Park,studio,1999,park slope/ prospect heights/ crown heights/ clinton hill,2/1
No fee 1-BR in Kips Bay,,4445,midtown east,2/1
2 bedroom,2br,1800,mount vernon,2/1
2 Bed / 1.5 Bath Park Slope/Gowanus Just a few min from Whole Food,2br,4700,gowanus,2/1
Modern room available in staten island,,3700,downtown brooklyn,2/1
NO FEE LARGE STUDIO   DOORMAN Stunning Hudson River View!,studio,2096,harlem / morningside,2/1
Huge and Charming Bedford Stuyvesant Prewar 1 Bedroom,1br,2500,bedford stuyesant,2/1
"Renovated, Sunny Bed Stuy 3 Bedroom 1 Bath",3br,2800,bedford stuyesant,2/1
E. Williamsburg 1100 sq ft Renovated Loft with Manhattan View,,4500,east williamsburg,2/1
Charming Crown Heights 2 Bedroom w Renovated Bathroom Kitchen,2br,2700,crown heights,2/1
This stunning 1-bedroom home features western exposure,1br,3843,long island city,2/1
"VERY SPACIOUS 2Bed,By Maria Hernandez 1.5 bath HEAT HOT WATER INCLUDED",2br,2885,bushwick,2/1
"AMAZING LOCATION! HALF Block from Maria Hernadez, Door To Fire Escape!",,3100,bushwick,2/1
Corner light flooded one bedroom with washer / dryer in unit.,1br,3000,bedrd-stuyvesant,2/1
Huge Studio With A Home Office LAUNDRY ON EVERY FLOOR 762 Sq Ft,studio,3495,financial district,2/1
No Fee! ALL NEW | Massive 3BR/2BA with Private Outdoor Space,3br,6222,murray hill,2/1
Great Size Studio/Tons of windows LAUNDRY ON EVERY FLOOR,studio,3025,financial district,2/1
NO FEE!! FULLY FURNISHED STUDIO IN UPPER EAST SIDE!,studio,2460,upper east side,2/1
3 BR_2 BATH_BALCONY_PARKING INCLUDED__Bensonhurst Bath Beach Coney Isl,3br,2800,bensonhurst - bath beach____________________________________,2/1
West Village Studio,studio,2250,west village,2/1
Enormous one bedroom with storage!,1br,2199,east harlem,2/1
25-09 STEINWAY STREET TWO BEDROOMS NEAR N Q TRAIN,2br,2150,astoria,2/1
Next to Maria Hernandez Park + Variety Coffee,,2799,bushwick,2/1
Large 1 all new studio Astoria 2nd floor . 30th ave N rain,studio,1800,flushing,2/1
Amazing 1 bed duplex/flex 2 bed/Gym/Converted school/roof/lounge/ac/,1br,4300,greenpoint,2/1
* PENTHOUSE STYLE 2 BED * PARKING * IN UNIT LAUNDRY,2br,5499,brooklyn,2/1
* 3 BED WITH MASTER BATHROOM * NATURAL LIGHT * SEPARATE KITCHEN,3br,2499,brooklyn,2/1
* NEWLY RENOVATED 3 BED * 2 BATHS * HUGE BEDROOMS *,3br,2899,brooklyn,2/1
* 2 BED W/ IN UNIT LAUNDRY * NATURAL LIGHT * HEAT AND HOT WATER INCL,2br,2382,brooklyn,2/1
4 Bed 2 Bath Washer Dryer Central AC,4br,3300,ridgewood,2/1
Furnished studio in a fully service ConOp building E46th St.,studio,2800,new york,2/1
"1 Bed With Walls of Windows, Condo Finishes W/D in unit ,pool 24H door",1br,5171,financial district,2/1
NO FEE 1 Bed Midtown W & Private Roof Deck!!!,1br,3399,midtown west,2/1
Two bedroom apartment for rent $2300 monthly,2br,2300,yonkers ny,2/1
No Fee 1 Bed Midtown West,1br,3495,midtown west,2/1
One bed room in Lower level  apt in Astoria Included all utility,1br,1900,34 eve 11 st,2/1
Expansive King size 3 bedroom 1.5 Baths * W/D in Unit 1st,3br,2700,little neck,2/1
BRAND NEW 3BR 2 FULL BATH UNIT AVAILABLE 3/1,3br,2600,east flatbush,2/1
SPACIOUS LITTLE ITALY & CHINA TOWN  PACE UNI ON HESTER ST,,2400,chinatown / lit italy,2/1
KIPS BAY BRIGHT 🌞 LAUNDRY ELAVATOR 29ST &2ND AVE,,2600,murray hill,2/1
69TH STREET AND GRAND AVE ONE BEDROOM NEAR TRAIN AND 30MIN TO N Y  C,1br,1300,maspeth,2/1
Beautiful garden level 2 bed/1 bath residence backyard access PLG!,2br,3000,prospect lefferts gardens,2/1
Brand New Large 2Bed2Full Private Bath In-Unit Washer/Dryer & Balcony!,2br,3100,bedford-stuyvesant,2/1
House 3BedRms 2.5BathRms -Spruce Lane-For Rent by Owner,3br,3000,staten island,2/1
No Broker Fee. Large Studio.,studio,1500,"jamaica estates, ny",2/1
3 BED 2 BATH w/d in unit ***NO FEE***,3br,3150,brooklyn,2/1
Fully Renovated_Lundry&Elevator_3 min/Train_ Heart of Astoria_,,2150,astoria,2/1
*NO FEE* Midtown East Gorgeous One Bedroom w/ updated features,1br,3299,midtown east,2/1
"BEAUTIFUL, SUNNY 1 BEDROOM, LUNPRYS, PETS, VIEWS - Off B'WAY/W low 100’s",1br,2295,upper west side,2/1
51TH STREET AND SKILLMAN AVE LARGE ONE BEDROOM NEAR #7 TRAIN AND 30MIN,1br,1750,sunnyside,2/1
6 bedroom in the Bronx,,4700,bronx,2/1
Williamsburg 2Br w/ Private Yard off Morgan L,2br,2800,williamsburg,2/1
1 room fully completed with furniture,,900,bronx,2/1
Spacious 1Bed/1Bath + Platinum Finishes & Park Views! LARGE. NO Fee!,1br,4350,midtown east,2/1
BUSHWICK * 3 BED * 2 BATH * NEW BUILDING * GYM * LAUNDRY,3br,5000,bushwick,2/1
61-20 WOODBIND STREET ONE BEDROOM 1290.00 NEAR TRAN 30MIN TO N Y,1br,1290,ridgewood,2/1
"Spacious Sun Drenched Studio! Doorman, Rooftop, Lounge & Gym",studio,2300,astoria,2/1
Spacious 1BD/1BA With W/D In-Unit & Open Views! Luxury. NO FEE! New,1br,3815,prospect heights,2/1
NEW 3 BEDROOM WITH 3 FULL BATHS! EACH BEDROOM WITH ITS OWN BATHROOM!!!,3br,3150,east flabbush near the 2 and 5 newkirk ave subway stop,2/1
Natural Light for DAYS! New Luxury Building in the ❤️ of Flatbush!,,2500,flatbush,2/1
1 Bedroom Apartment in Great Area - No Fee,1br,1595,harrison,2/1
Beautiful Fully Furnished Hamilton Hts Studio Avail for One Month,studio,1600,harlem / morningside,2/1
"3Br/ 1 Bath for rent by owner—$2,500",3br,2500,yonkers,2/1
Fabulous 3 Bed /1.5 Bath Apartment in Crown Heights,3br,2940,crown heights,2/1
"Newly Renovated 2 BR,, Heat & Hot Water Incl,, Walk to Subway & Buses!",2br,2150,astoria,2/1
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3br,3150,crown heights,2/1
**Laundry in Unit** Sunny 3 Bed 2 Bath!!,3br,4400,"south slope, brooklyn",2/1
2/2023 SUNNY AND METICULOUSLY MAINTAINED FURNISHED ONE BEDROOM SUBLET,1br,2650,upper east side,2/1
🌟Ridgewood 3 Bed 2.5 Bath! Gorgeous! $3500,3br,3500,ridgewood,2/1
Bushwick 2.5 Bedroom with Backyard and Laundry In Unit,5br,3100,bushwick,2/1
-----RENOVATED 3 BED 1 BATH---PRIME ASTORIA-----,3br,2850,astoria,2/1
Super 2 Bed at Wilson L Train!,2br,2600,bushwick,2/1
Super Rad 2 Bed at Gates J! No Fee!,2br,2700,bed-stuy,2/1
Rad 2 Bed at Gates J! No Fee!,2br,2550,bushwick,2/1
Dope 2 Bed in Prime Bushwick! No Fee!,2br,2700,bushwick,2/1
Large 3 bdrm 2 bath 2ndfl apartment in two family home,3br,2100,howard  beach,2/1
Solid 3 Bed in Prime Williamsburg! No Fee!,3br,3650,williamsburg,2/1
Dope 2 Bed in Prime Williamsburg! No Fee!,2br,3000,williamsburg,2/1
Big Rad 2 Bed! No Fee!,2br,2400,brooklyn,2/1
Solid 2 Bed at Chauncey J Train! No Fee!,2br,2200,bed-stuy,2/1
Modern 1 Bedroom Apartment!!,1br,2400,bushwick,2/1
**Private Backyard!! 2 Bed with Natural Light,2br,2500,brooklyn,2/1
LUXURY 1 BDRM APT AVAILABLE IN WILLIAMSBURG***LOTS OF AMENITIES***,1br,3150,williamsburg,2/1
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,3br,4350,gowanus,2/1
🛑BUSHWICK🛑Large 3BR/1Bath Duplex/ @L/M Train No Fee,3br,3399,bushwick,2/1
Beautiful 2 Bed /1 Bath Apartment with Private Backyard!,2br,2900,bedford-stuyvesant,2/1
Stunning 4 bed/1.5 bath in Bushwick!,4br,3800,bushwick,2/1
Sun Drenched Super Spacious Renovated 3 Br 1.5 Baths!,3br,2650,whitestone,2/1
Sunny 2bed w/ 2private balconies+a/c+dishwasher+laundry+elevator+gym,2br,2900,bushwick @ bushwick aberdeen l + chauncey j/z,2/1
Gorgeous 2 Bed 1 Bath pet friendly apt In-Unit Laundry prime Flatbush!,2br,2292,flatbush,2/1
GORGEOUS 1BR,1br,5695,brooklyn,2/1
SOHO PENTHOUSE LIVE/WORK 6/7 ROOMS,,18000,soho,2/1
"*SPACIOUS & BEAUTIFUL ""ALCOVE STUDIO"" + BALCONY + ROOF DECK / W. 51 ST",studio,2575,midtown west,2/1
*STUNNING* MODERN STUDIO AVAILABLE *ASAP*IN CROWN HEIGHTS!,studio,2300,crown heights,2/1
**STUNNING** SPACIOUS 3 BED 2 FULL BATH WITH W/D IN  IN UNIT!,3br,3200,crown heights,2/1
GORGEOUS 3 BED 1.5 BATH W/ PRIVATE YARD NEAR MARIA HERNANDEZ PARK!,3br,3200,bushwick,2/1
SUPER SPACIOUS ♡♡ APT BACKYARD,,2775,bushwick,2/1
🔥Crown Heights🔥LUXURY NEW🔥3BR/LAUNDRY🔥GYM Balcony/NO FEE 2/5 TRAIN,3br,2599,crown heights,2/1
Stunning Rent Stabilized 2 bedroom Located in Midtown West.,2br,4800,midtown west,2/1
Luxury APARTMENTS IN MIDTOWN,,3500,midtown,2/1
🌟New Studio Apartment in Flatbush $1900! Brooklyn College,studio,1900,flatbush,2/1
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3br,2795,crown heights,2/1
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,2500,flatbush,2/1
🌟Gorgeous Crown Heights 1 Bed! Chipotle down the street! $2300,1br,2300,crown heights,2/1
House for rent three bed room,3br,3400,glen oaks,2/1
🛑PROSPECT PARK🟢X LARGE 1BR /Balcony/GYM/Laundry/B/Q/2/5Train,1br,2550,prospect lefferts gardens,2/1
The bus line’s nearby at Residences on Bedford! Great for commuters,,2080,stamford,2/1
Estudio,studio,1350,new hyde park,2/1
SOUTH SLOPE * RENOVATED 3BR HIGH END * H/HW INC * NO FEE *G F R TRAIN,3br,3644,south slope /greenwood/f g r trains,2/1
"$2700.00 - 3 br, 1 bath",3br,2700,fleetwood,2/1
🟥BEDSTUY🟩Sunny 4BR/2BATH Laundry In Apt @/J/M/Z TRAIN No Fee,4br,3195,bedstuy,2/1
🟥Williamsburg🟩LARGE 2BR/Private Backyard G/J/M TRAIN NO FEE,2br,2799,williamsburg,2/1
Nicely redone 3 bedroom apartment available in hot Crown Heights locat,3br,3100,crown heights,2/1
Very sunny corner 1bed w/ balcony+a/c+dishwasher+laundry+gym+elevator,1br,2700,bushwick/ridgewood @ myrtle/wyckoff l/m,2/1
AMAZING 2 BED 1 BATH AVAILIBLE NOW !,2br,2900,brooklyn,2/1
No Fee!! MUST SEE this spacious 2 beds with  Stunning Views,2br,3995,financial district,2/1
2bed w/ king/queen beds on opposite sides+w/d in unit+dishwasher+more,2br,2700,bushwick @ wilson l + halsey j,2/1
*BEAUTIFUL* BRAND NEW 2BED 1BATH WITH W/D IN UNIT *ASAP* MOVE IN!,2br,2500,brooklyn,2/1
"***New Listing! S.S Kitchen, Elevator, Gym, Laundry In Building***",,2550,midtown east,2/1
GORGEOUS SPECIOUS 2BED IN BAY RIDGE!,2br,2550,bay ridge,2/1
**Renovated & Charming Murray Hill one bed!**,1br,2800,murray hill,2/1
"1 BR,, ALL Utilities Incl,,Walk to Subway, LIRR & Buses !",1br,1600,flushing,2/1
INCREDIBLE 3 BED 1 BATH IN AMAZING LOCATION,3br,3100,brooklyn,2/1
Penthouse 3 bed 2 bth/Private roof/Gym/Laundry/Bike /lounge/Ac,3br,4950,downtown brooklyn,2/1
"Studioroom, shared bath , 24hr doorman, elev $935 incl util!",studio,925,upper west side,2/1
"STUDIO, Heart of Bushwick, No Fee! Jefferson Ave/ Throop. ASAP MOVE!",studio,2100,bushwick,2/1
"2 Bedroom, UES (E100th), High Ceilings, Natural Light, No FEE!",2br,3095,upper east side,2/1
"$2,000___1 BED__R TRAIN___LAUNDRY ___BAY RIDGE SHORE ROAD",1br,2000,(prime bay ridge __96th street and 4th ave___ shore road),2/1
"Great Value*True 3 bed & 2 bath, Great natural light, lots of clos",3br,2700,crown heights,2/1
🏡🏡MODERN 2BR___ R TRAIN____$2275___4TH AVE ___BAY RIDGE SHORE ROAD🏡🏡,2br,2275,(bay ridge_____________8727 4th ave_______________),2/1
You'll love our modern upgraded 700 SqFt Studio,studio,1804,stamford,2/1
🔑🔑MODERN 2BR___ R TRAIN____$2275___4TH AVE ___BAY RIDGE SHORE ROAD🔑🔑,2br,2275,(bay ridge_____________409 88th street_______________),2/1
Brand new 3 bedroom -2 bathrooms- hasa CityFheps,3br,3000,bronx,2/1
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3br,3200,bronx,2/1
😱😱1 BR plus OFFICE@SENECA Ave-MADISON St_Ridgewood Bushwick Glendale😱,1br,2195,(ridgewood - bushwick________________________________),2/1
Cozy___2 Bed__Flex 1 BED___PRIME__LOCATION___**EAST VILLAGE**,1br,3950,(east village_____________east 13th_____avenue a__________),2/1
Charming Flex 1 BED___PRIME__LOCATION___**EAST VILLAGE**,1br,3950,(east village_____________east 13th_____avenue a__________),2/1
GREAT FLEX 3!!~~~WASHER/DRYER IN UNIT~~~RENOVATED FINISHES~~~FULL AMEN,,4500,financial district,2/1
